"date","geography","SIP"
2020-05-19,"Ireland",2
2020-05-20,"Ireland",2
2020-05-21,"Ireland",2
2020-05-22,"Ireland",2
2020-05-23,"Ireland",2
2020-05-24,"Ireland",2
2020-05-25,"Ireland",2
2020-05-26,"Ireland",2
2020-05-27,"Ireland",2
2020-05-28,"Ireland",2
2020-05-29,"Ireland",2
2020-05-30,"Ireland",2
2020-05-31,"Ireland",2
2020-02-15,"Italy",1
2020-02-16,"Italy",1
2020-02-17,"Italy",1
2020-02-18,"Italy",1
2020-02-19,"Italy",1
2020-02-20,"Italy",1
2020-02-21,"Italy",1
2020-02-22,"Italy",1
2020-02-23,"Italy",2
2020-02-24,"Italy",2
2020-02-25,"Italy",2
2020-02-26,"Italy",2
2020-02-27,"Italy",2
2020-02-28,"Italy",2
2020-02-29,"Italy",2
2020-03-01,"Italy",2
2020-03-02,"Italy",2
2020-03-03,"Italy",2
2020-03-04,"Italy",2
2020-03-05,"Italy",2
2020-03-06,"Italy",2
2020-03-07,"Italy",2
2020-03-08,"Italy",2
2020-03-09,"Italy",3
2020-03-10,"Italy",3
2020-03-11,"Italy",3
2020-03-12,"Italy",3
2020-03-13,"Italy",3
2020-03-14,"Italy",3
2020-03-15,"Italy",3
2020-03-16,"Italy",3
2020-03-17,"Italy",3
2020-03-18,"Italy",3
2020-03-19,"Italy",3
2020-03-20,"Italy",3
2020-03-21,"Italy",3
2020-03-22,"Italy",3
2020-03-23,"Italy",3
2020-03-24,"Italy",3
2020-03-25,"Italy",3
2020-03-26,"Italy",3
2020-03-27,"Italy",3
2020-03-28,"Italy",3
2020-03-29,"Italy",3
2020-03-30,"Italy",3
2020-03-31,"Italy",3
2020-04-01,"Italy",3
2020-04-02,"Italy",3
2020-04-03,"Italy",3
2020-04-04,"Italy",3
2020-04-05,"Italy",3
2020-04-06,"Italy",3
2020-04-07,"Italy",3
2020-04-08,"Italy",3
2020-04-09,"Italy",3
2020-04-10,"Italy",3
2020-04-11,"Italy",3
2020-04-12,"Italy",3
2020-04-13,"Italy",3
2020-04-14,"Italy",2
2020-04-15,"Italy",2
2020-04-16,"Italy",2
2020-04-17,"Italy",2
2020-04-18,"Italy",2
2020-04-19,"Italy",2
2020-04-20,"Italy",2
2020-04-21,"Italy",2
2020-04-22,"Italy",2
2020-04-23,"Italy",2
2020-04-24,"Italy",2
2020-04-25,"Italy",2
2020-04-26,"Italy",2
2020-04-27,"Italy",2
2020-04-28,"Italy",2
2020-04-29,"Italy",2
2020-04-30,"Italy",2
2020-05-01,"Italy",2
2020-05-02,"Italy",2
2020-05-03,"Italy",2
2020-05-04,"Italy",2
2020-05-05,"Italy",2
2020-05-06,"Italy",2
2020-05-07,"Italy",2
2020-05-08,"Italy",2
2020-05-09,"Italy",2
2020-05-10,"Italy",2
2020-05-11,"Italy",2
2020-05-12,"Italy",2
2020-05-13,"Italy",2
2020-05-14,"Italy",2
2020-05-15,"Italy",2
2020-05-16,"Italy",2
2020-05-17,"Italy",2
2020-05-18,"Italy",1
2020-05-19,"Italy",1
2020-05-20,"Italy",1
2020-05-21,"Italy",1
2020-05-22,"Italy",1
2020-05-23,"Italy",1
2020-05-24,"Italy",1
2020-05-25,"Italy",1
2020-05-26,"Italy",1
2020-05-27,"Italy",1
2020-05-28,"Italy",1
2020-05-29,"Italy",1
2020-05-30,"Italy",1
2020-05-31,"Italy",1
2020-02-15,"Japan",1
2020-02-16,"Japan",1
2020-02-17,"Japan",1
2020-02-18,"Japan",1
2020-02-19,"Japan",1
2020-02-20,"Japan",1
2020-02-21,"Japan",1
2020-02-22,"Japan",1
2020-02-23,"Japan",1
2020-02-24,"Japan",1
2020-02-25,"Japan",1
2020-02-26,"Japan",1
2020-02-27,"Japan",1
2020-02-28,"Japan",1
2020-02-29,"Japan",1
2020-03-01,"Japan",1
2020-03-02,"Japan",1
2020-03-03,"Japan",1
2020-03-04,"Japan",1
2020-03-05,"Japan",1
2020-03-06,"Japan",1
2020-03-07,"Japan",1
2020-03-08,"Japan",1
2020-03-09,"Japan",1
2020-03-10,"Japan",1
2020-03-11,"Japan",1
2020-03-12,"Japan",1
2020-03-13,"Japan",1
2020-03-14,"Japan",1
2020-03-15,"Japan",1
2020-03-16,"Japan",1
2020-03-17,"Japan",1
2020-03-18,"Japan",1
2020-03-19,"Japan",1
2020-03-20,"Japan",1
2020-03-21,"Japan",1
2020-03-22,"Japan",1
2020-03-23,"Japan",1
2020-03-24,"Japan",1
2020-03-25,"Japan",1
2020-03-26,"Japan",1
2020-03-27,"Japan",1
2020-03-28,"Japan",2
2020-03-29,"Japan",2
2020-03-30,"Japan",2
2020-03-31,"Japan",2
2020-04-01,"Japan",2
2020-04-02,"Japan",2
2020-04-03,"Japan",2
2020-04-04,"Japan",2
2020-04-05,"Japan",2
2020-04-06,"Japan",2
2020-04-07,"Japan",2
2020-04-08,"Japan",2
2020-04-09,"Japan",2
2020-04-10,"Japan",2
2020-04-11,"Japan",2
2020-04-12,"Japan",2
2020-04-13,"Japan",2
2020-04-14,"Japan",2
2020-04-15,"Japan",2
2020-04-16,"Japan",2
2020-04-17,"Japan",2
2020-04-18,"Japan",2
2020-04-19,"Japan",2
2020-04-20,"Japan",2
2020-04-21,"Japan",2
2020-04-22,"Japan",2
2020-04-23,"Japan",2
2020-04-24,"Japan",2
2020-04-25,"Japan",2
2020-04-26,"Japan",2
2020-04-27,"Japan",2
2020-04-28,"Japan",2
2020-04-29,"Japan",2
2020-04-30,"Japan",2
2020-05-01,"Japan",2
2020-05-02,"Japan",2
2020-05-03,"Japan",2
2020-05-04,"Japan",2
2020-05-05,"Japan",2
2020-05-06,"Japan",2
2020-05-07,"Japan",2
2020-05-08,"Japan",2
2020-05-09,"Japan",2
2020-05-10,"Japan",2
2020-05-11,"Japan",2
2020-05-12,"Japan",2
2020-05-13,"Japan",2
2020-05-14,"Japan",2
2020-05-15,"Japan",1
2020-05-16,"Japan",1
2020-05-17,"Japan",1
2020-05-18,"Japan",1
2020-05-19,"Japan",1
2020-05-20,"Japan",1
2020-05-21,"Japan",1
2020-05-22,"Japan",1
2020-05-23,"Japan",1
2020-05-24,"Japan",1
2020-05-25,"Japan",1
2020-05-26,"Japan",1
2020-05-27,"Japan",1
2020-05-28,"Japan",1
2020-05-29,"Japan",1
2020-05-30,"Japan",1
2020-05-31,"Japan",1
2020-02-15,"Latvia",0
2020-02-16,"Latvia",0
2020-02-17,"Latvia",0
2020-02-18,"Latvia",0
2020-02-19,"Latvia",0
2020-02-20,"Latvia",0
2020-02-21,"Latvia",0
2020-02-22,"Latvia",0
2020-02-23,"Latvia",0
2020-02-24,"Latvia",0
2020-02-25,"Latvia",0
2020-02-26,"Latvia",0
2020-02-27,"Latvia",0
2020-02-28,"Latvia",0
2020-02-29,"Latvia",0
2020-03-01,"Latvia",0
2020-03-02,"Latvia",0
2020-03-03,"Latvia",0
2020-03-04,"Latvia",0
2020-03-05,"Latvia",0
2020-03-06,"Latvia",0
2020-03-07,"Latvia",0
2020-03-08,"Latvia",0
2020-03-09,"Latvia",0
2020-03-10,"Latvia",0
2020-03-11,"Latvia",0
2020-03-12,"Latvia",0
2020-03-13,"Latvia",2
2020-03-14,"Latvia",2
2020-03-15,"Latvia",2
2020-03-16,"Latvia",2
2020-03-17,"Latvia",2
2020-03-18,"Latvia",2
2020-03-19,"Latvia",2
2020-03-20,"Latvia",2
2020-03-21,"Latvia",2
2020-03-22,"Latvia",2
2020-03-23,"Latvia",2
2020-03-24,"Latvia",2
2020-03-25,"Latvia",2
2020-03-26,"Latvia",2
2020-03-27,"Latvia",2
2020-03-28,"Latvia",2
2020-03-29,"Latvia",2
2020-03-30,"Latvia",2
2020-03-31,"Latvia",2
2020-04-01,"Latvia",2
2020-04-02,"Latvia",2
2020-04-03,"Latvia",2
2020-04-04,"Latvia",2
2020-04-05,"Latvia",2
2020-04-06,"Latvia",2
2020-04-07,"Latvia",2
2020-04-08,"Latvia",2
2020-04-09,"Latvia",2
2020-04-10,"Latvia",2
2020-04-11,"Latvia",2
2020-04-12,"Latvia",2
2020-04-13,"Latvia",2
2020-04-14,"Latvia",2
2020-04-15,"Latvia",2
2020-04-16,"Latvia",2
2020-04-17,"Latvia",2
2020-04-18,"Latvia",2
2020-04-19,"Latvia",2
2020-04-20,"Latvia",2
2020-04-21,"Latvia",2
2020-04-22,"Latvia",2
2020-04-23,"Latvia",2
2020-04-24,"Latvia",2
2020-04-25,"Latvia",2
2020-04-26,"Latvia",2
2020-04-27,"Latvia",2
2020-04-28,"Latvia",2
2020-04-29,"Latvia",2
2020-04-30,"Latvia",2
2020-05-01,"Latvia",2
2020-05-02,"Latvia",2
2020-05-03,"Latvia",2
2020-05-04,"Latvia",2
2020-05-05,"Latvia",2
2020-05-06,"Latvia",2
2020-05-07,"Latvia",2
2020-05-08,"Latvia",2
2020-05-09,"Latvia",2
2020-05-10,"Latvia",2
2020-05-11,"Latvia",2
2020-05-12,"Latvia",1
2020-05-13,"Latvia",1
2020-05-14,"Latvia",1
2020-05-15,"Latvia",1
2020-05-16,"Latvia",1
2020-05-17,"Latvia",1
2020-05-18,"Latvia",1
2020-05-19,"Latvia",1
2020-05-20,"Latvia",1
2020-05-21,"Latvia",1
2020-05-22,"Latvia",1
2020-05-23,"Latvia",1
2020-05-24,"Latvia",1
2020-05-25,"Latvia",1
2020-05-26,"Latvia",1
2020-05-27,"Latvia",1
2020-05-28,"Latvia",1
2020-05-29,"Latvia",1
2020-05-30,"Latvia",1
2020-05-31,"Latvia",1
2020-02-15,"Lithuania",0
2020-02-16,"Lithuania",0
2020-02-17,"Lithuania",0
2020-02-18,"Lithuania",0
2020-02-19,"Lithuania",0
2020-02-20,"Lithuania",0
2020-02-21,"Lithuania",0
2020-02-22,"Lithuania",0
2020-02-23,"Lithuania",0
2020-02-24,"Lithuania",0
2020-02-25,"Lithuania",0
2020-02-26,"Lithuania",0
2020-02-27,"Lithuania",0
2020-02-28,"Lithuania",0
2020-02-29,"Lithuania",0
2020-03-01,"Lithuania",0
2020-03-02,"Lithuania",0
2020-03-03,"Lithuania",0
2020-03-04,"Lithuania",0
2020-03-05,"Lithuania",0
2020-03-06,"Lithuania",0
2020-03-07,"Lithuania",0
2020-03-08,"Lithuania",0
2020-03-09,"Lithuania",0
2020-03-10,"Lithuania",0
2020-03-11,"Lithuania",0
2020-03-12,"Lithuania",2
2020-03-13,"Lithuania",2
2020-03-14,"Lithuania",2
2020-03-15,"Lithuania",2
2020-03-16,"Lithuania",3
2020-03-17,"Lithuania",3
2020-03-18,"Lithuania",3
2020-03-19,"Lithuania",3
2020-03-20,"Lithuania",3
2020-03-21,"Lithuania",3
2020-03-22,"Lithuania",3
2020-03-23,"Lithuania",3
2020-03-24,"Lithuania",3
2020-03-25,"Lithuania",3
2020-03-26,"Lithuania",3
2020-03-27,"Lithuania",3
2020-03-28,"Lithuania",3
2020-03-29,"Lithuania",3
2020-03-30,"Lithuania",3
2020-03-31,"Lithuania",3
2020-04-01,"Lithuania",3
2020-04-02,"Lithuania",3
2020-04-03,"Lithuania",3
2020-04-04,"Lithuania",3
2020-04-05,"Lithuania",3
2020-04-06,"Lithuania",3
2020-04-07,"Lithuania",3
2020-04-08,"Lithuania",3
2020-04-09,"Lithuania",3
2020-04-10,"Lithuania",3
2020-04-11,"Lithuania",3
2020-04-12,"Lithuania",3
2020-04-13,"Lithuania",3
2020-04-14,"Lithuania",3
2020-04-15,"Lithuania",3
2020-04-16,"Lithuania",3
2020-04-17,"Lithuania",3
2020-04-18,"Lithuania",3
2020-04-19,"Lithuania",3
2020-04-20,"Lithuania",3
2020-04-21,"Lithuania",3
2020-04-22,"Lithuania",3
2020-04-23,"Lithuania",3
2020-04-24,"Lithuania",3
2020-04-25,"Lithuania",3
2020-04-26,"Lithuania",3
2020-04-27,"Lithuania",2
2020-04-28,"Lithuania",2
2020-04-29,"Lithuania",2
2020-04-30,"Lithuania",2
2020-05-01,"Lithuania",2
2020-05-02,"Lithuania",2
2020-05-03,"Lithuania",2
2020-05-04,"Lithuania",2
2020-05-05,"Lithuania",2
2020-05-06,"Lithuania",2
2020-05-07,"Lithuania",2
2020-05-08,"Lithuania",2
2020-05-09,"Lithuania",2
2020-05-10,"Lithuania",2
2020-05-11,"Lithuania",2
2020-05-12,"Lithuania",2
2020-05-13,"Lithuania",2
2020-05-14,"Lithuania",2
2020-05-15,"Lithuania",2
2020-05-16,"Lithuania",2
2020-05-17,"Lithuania",2
2020-05-18,"Lithuania",1
2020-05-19,"Lithuania",1
2020-05-20,"Lithuania",1
2020-05-21,"Lithuania",1
2020-05-22,"Lithuania",1
2020-05-23,"Lithuania",1
2020-05-24,"Lithuania",1
2020-05-25,"Lithuania",1
2020-05-26,"Lithuania",1
2020-05-27,"Lithuania",1
2020-05-28,"Lithuania",1
2020-05-29,"Lithuania",1
2020-05-30,"Lithuania",1
2020-05-31,"Lithuania",1
2020-02-15,"Mexico",0
2020-02-16,"Mexico",0
2020-02-17,"Mexico",0
2020-02-18,"Mexico",0
2020-02-19,"Mexico",0
2020-02-20,"Mexico",0
2020-02-21,"Mexico",0
2020-02-22,"Mexico",0
2020-02-23,"Mexico",0
2020-02-24,"Mexico",0
2020-02-25,"Mexico",0
2020-02-26,"Mexico",0
2020-02-27,"Mexico",0
2020-02-28,"Mexico",0
2020-02-29,"Mexico",0
2020-03-01,"Mexico",0
2020-03-02,"Mexico",0
2020-03-03,"Mexico",0
2020-03-04,"Mexico",0
2020-03-05,"Mexico",0
2020-03-06,"Mexico",0
2020-03-07,"Mexico",0
2020-03-08,"Mexico",0
2020-03-09,"Mexico",0
2020-03-10,"Mexico",0
2020-03-11,"Mexico",0
2020-03-12,"Mexico",0
2020-03-13,"Mexico",0
2020-03-14,"Mexico",0
2020-03-15,"Mexico",0
2020-03-16,"Mexico",0
2020-03-17,"Mexico",0
2020-03-18,"Mexico",0
2020-03-19,"Mexico",0
2020-03-20,"Mexico",0
2020-03-21,"Mexico",0
2020-03-22,"Mexico",0
2020-03-23,"Mexico",0
2020-03-24,"Mexico",2
2020-03-25,"Mexico",2
2020-03-26,"Mexico",2
2020-03-27,"Mexico",2
2020-03-28,"Mexico",2
2020-03-29,"Mexico",2
2020-03-30,"Mexico",2
2020-03-31,"Mexico",2
2020-04-01,"Mexico",2
2020-04-02,"Mexico",2
2020-04-03,"Mexico",2
2020-04-04,"Mexico",2
2020-04-05,"Mexico",2
2020-04-06,"Mexico",2
2020-04-07,"Mexico",2
2020-04-08,"Mexico",2
2020-04-09,"Mexico",2
2020-04-10,"Mexico",2
2020-04-11,"Mexico",2
2020-04-12,"Mexico",2
2020-04-13,"Mexico",2
2020-04-14,"Mexico",2
2020-04-15,"Mexico",2
2020-04-16,"Mexico",2
2020-04-17,"Mexico",2
2020-04-18,"Mexico",2
2020-04-19,"Mexico",2
2020-04-20,"Mexico",2
2020-04-21,"Mexico",2
2020-04-22,"Mexico",2
2020-04-23,"Mexico",2
2020-04-24,"Mexico",2
2020-04-25,"Mexico",2
2020-04-26,"Mexico",2
2020-04-27,"Mexico",2
2020-04-28,"Mexico",2
2020-04-29,"Mexico",2
2020-04-30,"Mexico",2
2020-05-01,"Mexico",2
2020-05-02,"Mexico",2
2020-05-03,"Mexico",2
2020-05-04,"Mexico",2
2020-05-05,"Mexico",2
2020-05-06,"Mexico",2
2020-05-07,"Mexico",2
2020-05-08,"Mexico",2
2020-05-09,"Mexico",2
2020-05-10,"Mexico",2
2020-05-11,"Mexico",2
2020-05-12,"Mexico",2
2020-05-13,"Mexico",2
2020-05-14,"Mexico",2
2020-05-15,"Mexico",2
2020-05-16,"Mexico",2
2020-05-17,"Mexico",2
2020-05-18,"Mexico",2
2020-05-19,"Mexico",2
2020-05-20,"Mexico",2
2020-05-21,"Mexico",2
2020-05-22,"Mexico",2
2020-05-23,"Mexico",2
2020-05-24,"Mexico",2
2020-05-25,"Mexico",2
2020-05-26,"Mexico",2
2020-05-27,"Mexico",2
2020-05-28,"Mexico",2
2020-05-29,"Mexico",2
2020-05-30,"Mexico",2
2020-05-31,"Mexico",2
2020-02-15,"Netherlands",0
2020-02-16,"Netherlands",0
2020-02-17,"Netherlands",0
2020-02-18,"Netherlands",0
2020-02-19,"Netherlands",0
2020-02-20,"Netherlands",0
2020-02-21,"Netherlands",0
2020-02-22,"Netherlands",0
2020-02-23,"Netherlands",0
2020-02-24,"Netherlands",0
2020-02-25,"Netherlands",0
2020-02-26,"Netherlands",0
2020-02-27,"Netherlands",0
2020-02-28,"Netherlands",0
2020-02-29,"Netherlands",0
2020-03-01,"Netherlands",0
2020-03-02,"Netherlands",0
2020-03-03,"Netherlands",0
2020-03-04,"Netherlands",0
2020-03-05,"Netherlands",0
2020-03-06,"Netherlands",0
2020-03-07,"Netherlands",0
2020-03-08,"Netherlands",0
2020-03-09,"Netherlands",0
2020-03-10,"Netherlands",0
2020-03-11,"Netherlands",0
2020-03-12,"Netherlands",0
2020-03-13,"Netherlands",0
2020-03-14,"Netherlands",0
2020-03-15,"Netherlands",0
2020-03-16,"Netherlands",2
2020-03-17,"Netherlands",2
2020-03-18,"Netherlands",2
2020-03-19,"Netherlands",2
2020-03-20,"Netherlands",2
2020-03-21,"Netherlands",2
2020-03-22,"Netherlands",2
2020-03-23,"Netherlands",2
2020-03-24,"Netherlands",2
2020-03-25,"Netherlands",2
2020-03-26,"Netherlands",2
2020-03-27,"Netherlands",2
2020-03-28,"Netherlands",2
2020-03-29,"Netherlands",2
2020-03-30,"Netherlands",2
2020-03-31,"Netherlands",2
2020-04-01,"Netherlands",2
2020-04-02,"Netherlands",2
2020-04-03,"Netherlands",2
2020-04-04,"Netherlands",2
2020-04-05,"Netherlands",2
2020-04-06,"Netherlands",2
2020-04-07,"Netherlands",2
2020-04-08,"Netherlands",2
2020-04-09,"Netherlands",2
2020-04-10,"Netherlands",2
2020-04-11,"Netherlands",2
2020-04-12,"Netherlands",2
2020-04-13,"Netherlands",2
2020-04-14,"Netherlands",2
2020-04-15,"Netherlands",2
2020-04-16,"Netherlands",2
2020-04-17,"Netherlands",2
2020-04-18,"Netherlands",2
2020-04-19,"Netherlands",2
2020-04-20,"Netherlands",2
2020-04-21,"Netherlands",2
2020-04-22,"Netherlands",2
2020-04-23,"Netherlands",2
2020-04-24,"Netherlands",2
2020-04-25,"Netherlands",2
2020-04-26,"Netherlands",2
2020-04-27,"Netherlands",2
2020-04-28,"Netherlands",2
2020-04-29,"Netherlands",2
2020-04-30,"Netherlands",2
2020-05-01,"Netherlands",2
2020-05-02,"Netherlands",2
2020-05-03,"Netherlands",2
2020-05-04,"Netherlands",2
2020-05-05,"Netherlands",2
2020-05-06,"Netherlands",2
2020-05-07,"Netherlands",2
2020-05-08,"Netherlands",2
2020-05-09,"Netherlands",2
2020-05-10,"Netherlands",2
2020-05-11,"Netherlands",2
2020-05-12,"Netherlands",2
2020-05-13,"Netherlands",2
2020-05-14,"Netherlands",2
2020-05-15,"Netherlands",2
2020-05-16,"Netherlands",2
2020-05-17,"Netherlands",2
2020-05-18,"Netherlands",2
2020-05-19,"Netherlands",2
2020-05-20,"Netherlands",2
2020-05-21,"Netherlands",2
2020-05-22,"Netherlands",2
2020-05-23,"Netherlands",2
2020-05-24,"Netherlands",2
2020-05-25,"Netherlands",2
2020-05-26,"Netherlands",2
2020-05-27,"Netherlands",2
2020-05-28,"Netherlands",2
2020-05-29,"Netherlands",2
2020-05-30,"Netherlands",2
2020-05-31,"Netherlands",2
2020-02-15,"New Zealand",1
2020-02-16,"New Zealand",1
2020-02-17,"New Zealand",1
2020-02-18,"New Zealand",1
2020-02-19,"New Zealand",1
2020-02-20,"New Zealand",1
2020-02-21,"New Zealand",1
2020-02-22,"New Zealand",1
2020-02-23,"New Zealand",1
2020-02-24,"New Zealand",1
2020-02-25,"New Zealand",1
2020-02-26,"New Zealand",1
2020-02-27,"New Zealand",1
2020-02-28,"New Zealand",1
2020-02-29,"New Zealand",1
2020-03-01,"New Zealand",1
2020-03-02,"New Zealand",1
2020-03-03,"New Zealand",1
2020-03-04,"New Zealand",1
2020-03-05,"New Zealand",1
2020-03-06,"New Zealand",1
2020-03-07,"New Zealand",1
2020-03-08,"New Zealand",1
2020-03-09,"New Zealand",1
2020-03-10,"New Zealand",1
2020-03-11,"New Zealand",1
2020-03-12,"New Zealand",1
2020-03-13,"New Zealand",1
2020-03-14,"New Zealand",1
2020-03-15,"New Zealand",1
2020-03-16,"New Zealand",1
2020-03-17,"New Zealand",1
2020-03-18,"New Zealand",1
2020-03-19,"New Zealand",1
2020-03-20,"New Zealand",2
2020-03-21,"New Zealand",2
2020-03-22,"New Zealand",2
2020-03-23,"New Zealand",2
2020-03-24,"New Zealand",2
2020-03-25,"New Zealand",2
2020-03-26,"New Zealand",3
2020-03-27,"New Zealand",3
2020-03-28,"New Zealand",3
2020-03-29,"New Zealand",3
2020-03-30,"New Zealand",3
2020-03-31,"New Zealand",3
2020-04-01,"New Zealand",3
2020-04-02,"New Zealand",3
2020-04-03,"New Zealand",3
2020-04-04,"New Zealand",3
2020-04-05,"New Zealand",3
2020-04-06,"New Zealand",3
2020-04-07,"New Zealand",3
2020-04-08,"New Zealand",3
2020-04-09,"New Zealand",3
2020-04-10,"New Zealand",3
2020-04-11,"New Zealand",3
2020-04-12,"New Zealand",3
2020-04-13,"New Zealand",3
2020-04-14,"New Zealand",3
2020-04-15,"New Zealand",3
2020-04-16,"New Zealand",3
2020-04-17,"New Zealand",3
2020-04-18,"New Zealand",3
2020-04-19,"New Zealand",3
2020-04-20,"New Zealand",3
2020-04-21,"New Zealand",3
2020-04-22,"New Zealand",3
2020-04-23,"New Zealand",3
2020-04-24,"New Zealand",3
2020-04-25,"New Zealand",3
2020-04-26,"New Zealand",3
2020-04-27,"New Zealand",2
2020-04-28,"New Zealand",2
2020-04-29,"New Zealand",2
2020-04-30,"New Zealand",2
2020-05-01,"New Zealand",2
2020-05-02,"New Zealand",2
2020-05-03,"New Zealand",2
2020-05-04,"New Zealand",2
2020-05-05,"New Zealand",2
2020-05-06,"New Zealand",2
2020-05-07,"New Zealand",2
2020-05-08,"New Zealand",2
2020-05-09,"New Zealand",2
2020-05-10,"New Zealand",2
2020-05-11,"New Zealand",1
2020-05-12,"New Zealand",1
2020-05-13,"New Zealand",1
2020-05-14,"New Zealand",1
2020-05-15,"New Zealand",1
2020-05-16,"New Zealand",1
2020-05-17,"New Zealand",1
2020-05-18,"New Zealand",1
2020-05-19,"New Zealand",1
2020-05-20,"New Zealand",1
2020-05-21,"New Zealand",1
2020-05-22,"New Zealand",1
2020-05-23,"New Zealand",1
2020-05-24,"New Zealand",1
2020-05-25,"New Zealand",1
2020-05-26,"New Zealand",1
2020-05-27,"New Zealand",1
2020-05-28,"New Zealand",1
2020-05-29,"New Zealand",1
2020-05-30,"New Zealand",1
2020-05-31,"New Zealand",1
2020-02-15,"Norway",0
2020-02-16,"Norway",0
2020-02-17,"Norway",0
2020-02-18,"Norway",0
2020-02-19,"Norway",0
2020-02-20,"Norway",0
2020-02-21,"Norway",0
2020-02-22,"Norway",0
2020-02-23,"Norway",0
2020-02-24,"Norway",0
2020-02-25,"Norway",0
2020-02-26,"Norway",0
2020-02-27,"Norway",0
2020-02-28,"Norway",0
2020-02-29,"Norway",0
2020-03-01,"Norway",0
2020-03-02,"Norway",0
2020-03-03,"Norway",0
2020-03-04,"Norway",0
2020-03-05,"Norway",0
2020-03-06,"Norway",0
2020-03-07,"Norway",0
2020-03-08,"Norway",0
2020-03-09,"Norway",0
2020-03-10,"Norway",0
2020-03-11,"Norway",0
2020-03-12,"Norway",3
2020-03-13,"Norway",3
2020-03-14,"Norway",3
2020-03-15,"Norway",3
2020-03-16,"Norway",3
2020-03-17,"Norway",3
2020-03-18,"Norway",3
2020-03-19,"Norway",3
2020-03-20,"Norway",3
2020-03-21,"Norway",3
2020-03-22,"Norway",3
2020-03-23,"Norway",3
2020-03-24,"Norway",3
2020-03-25,"Norway",3
2020-03-26,"Norway",3
2020-03-27,"Norway",3
2020-03-28,"Norway",3
2020-03-29,"Norway",3
2020-03-30,"Norway",3
2020-03-31,"Norway",3
2020-04-01,"Norway",3
2020-04-02,"Norway",3
2020-04-03,"Norway",3
2020-04-04,"Norway",3
2020-04-05,"Norway",3
2020-04-06,"Norway",3
2020-04-07,"Norway",3
2020-04-08,"Norway",3
2020-04-09,"Norway",3
2020-04-10,"Norway",3
2020-04-11,"Norway",3
2020-04-12,"Norway",3
2020-04-13,"Norway",3
2020-04-14,"Norway",3
2020-04-15,"Norway",3
2020-04-16,"Norway",3
2020-04-17,"Norway",3
2020-04-18,"Norway",3
2020-04-19,"Norway",3
2020-04-20,"Norway",2
2020-04-21,"Norway",2
2020-04-22,"Norway",2
2020-04-23,"Norway",2
2020-04-24,"Norway",2
2020-04-25,"Norway",2
2020-04-26,"Norway",2
2020-04-27,"Norway",2
2020-04-28,"Norway",2
2020-04-29,"Norway",2
2020-04-30,"Norway",2
2020-05-01,"Norway",2
2020-05-02,"Norway",2
2020-05-03,"Norway",2
2020-05-04,"Norway",2
2020-05-05,"Norway",2
2020-05-06,"Norway",2
2020-05-07,"Norway",2
2020-05-08,"Norway",2
2020-05-09,"Norway",2
2020-05-10,"Norway",2
2020-05-11,"Norway",2
2020-05-12,"Norway",2
2020-05-13,"Norway",2
2020-05-14,"Norway",2
2020-05-15,"Norway",1
2020-05-16,"Norway",1
2020-05-17,"Norway",1
2020-05-18,"Norway",1
2020-05-19,"Norway",1
2020-05-20,"Norway",1
2020-05-21,"Norway",1
2020-05-22,"Norway",1
2020-05-23,"Norway",1
2020-05-24,"Norway",1
2020-05-25,"Norway",1
2020-05-26,"Norway",1
2020-05-27,"Norway",1
2020-05-28,"Norway",1
2020-05-29,"Norway",1
2020-05-30,"Norway",1
2020-05-31,"Norway",1
2020-02-15,"Ontario",0
2020-02-16,"Ontario",0
2020-02-17,"Ontario",0
2020-02-18,"Ontario",0
2020-02-19,"Ontario",0
2020-02-20,"Ontario",0
2020-02-21,"Ontario",0
2020-02-22,"Ontario",0
2020-02-23,"Ontario",0
2020-02-24,"Ontario",0
2020-02-25,"Ontario",0
2020-02-26,"Ontario",0
2020-02-27,"Ontario",0
2020-02-28,"Ontario",0
2020-02-29,"Ontario",0
2020-03-01,"Ontario",0
2020-03-02,"Ontario",0
2020-03-03,"Ontario",0
2020-03-04,"Ontario",0
2020-03-05,"Ontario",0
2020-03-06,"Ontario",0
2020-03-07,"Ontario",0
2020-03-08,"Ontario",0
2020-03-09,"Ontario",0
2020-03-10,"Ontario",0
2020-03-11,"Ontario",0
2020-03-12,"Ontario",0
2020-03-13,"Ontario",0
2020-03-14,"Ontario",0
2020-03-15,"Ontario",0
2020-03-16,"Ontario",1
2020-03-17,"Ontario",1
2020-03-18,"Ontario",1
2020-03-19,"Ontario",1
2020-03-20,"Ontario",1
2020-03-21,"Ontario",1
2020-03-22,"Ontario",1
2020-03-23,"Ontario",1
2020-03-24,"Ontario",2
2020-03-25,"Ontario",2
2020-03-26,"Ontario",2
2020-03-27,"Ontario",2
2020-03-28,"Ontario",2
2020-03-29,"Ontario",2
2020-03-30,"Ontario",2
2020-03-31,"Ontario",2
2020-04-01,"Ontario",2
2020-04-02,"Ontario",2
2020-04-03,"Ontario",2
2020-04-04,"Ontario",2
2020-04-05,"Ontario",2
2020-04-06,"Ontario",2
2020-04-07,"Ontario",2
2020-04-08,"Ontario",2
2020-04-09,"Ontario",2
2020-04-10,"Ontario",2
2020-04-11,"Ontario",2
2020-04-12,"Ontario",2
2020-04-13,"Ontario",2
2020-04-14,"Ontario",2
2020-04-15,"Ontario",2
2020-04-16,"Ontario",2
2020-04-17,"Ontario",2
